target,message,is_spam,num_chars_before_preprocess,len_message_before_preprocess,len_word,message_clean
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,149,24,6,please call our customer service representative freephone 0808 145 4742 between 9am11pm you have win guarantee å1000 cash å5000 prize
ham,Have you got Xmas radio times. If not i will get it now,0,55,13,4,have you get xmas radio time if not will get it now
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,88,19,4,ju reach home go bathe first but my sis use net tell u when she finish k
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,72,10,7,be you unique enough find out from 30th august wwwareyouuniquecouk
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,185,38,4,m sorry ve join the league of people that do not keep in touch you mean great deal to you have be friend at all time even at great personal cost do have great week
ham,Hi :)finally i completed the course:),0,37,6,6,finally complete the course
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,111,22,5,it will itself however suggest she stay with someone that will be able to give for every stool
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,92,19,4,how be you do hope you ve settle in for the new school year just wishin you gr8 day
ham,Gud mrng dear hav a nice day,0,28,7,4,gud mrng dear hav nice day
ham,Did u got that persons story,0,28,6,4,do u get that person story
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,64,14,4,be your hamster dead hey so tmr meet you at 1 pm orchard mrt
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,131,30,4,its kate how be your evening hope can see you tomorrow for bit but have to bloody babyjontet txt back if u can   xxx
ham,"Found it, ENC  &lt;#&gt; , where you at?",0,40,8,5,find it enc   ltgt   where you at
ham,I sent you  &lt;#&gt;  bucks,0,28,5,5,you   ltgt   buck
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,84,18,4,hello darlin ve finish college now so txt when u finish if u can love kate xxx
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,174,26,6,your account have be refill successfully by inr   ltdecimalgt   your keralacircle prepay account balance be rs   ltdecimalgt   your transaction d be kr ltgt
ham,Goodmorning sleeping ga.,0,24,3,8,goodmorning sleep ga
ham,U call me alter at 11 ok.,0,25,7,3,u call alter at 11 ok
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,0,64,13,4,ìï say until like dat dun buy ericsson oso can not oredi lar
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,156,32,4,enter my cabin my pa say   happy bday boss   feel special she askd 4 lunch after lunch she invite to her apartment we go there
ham,"Aight yo, dats straight dogg",0,28,5,5,aight yo dats straight dogg
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,86,13,6,you please give we connection today itself before   ltdecimalgt   refund the bill
ham,Both :) i shoot big loads so get ready!,0,39,9,4,both   shoot big load so get ready
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,73,14,5,what s up bruv hope you have great break do have rewarding semester
ham,Home so we can always chat,0,26,6,4,home so we can always chat
ham,K:)k:)good:)study well.,0,23,2,11,kkgoodstudy well
ham,Yup... How Ì_ noe leh...,0,24,5,4,yup how ì noe leh
ham,Sounds great! Are you home now?,0,31,6,5,sound great be you home now
ham,Finally the match heading towards draw as your prediction.,0,58,9,6,finally the match head towards draw your prediction
ham,Tired. I haven't slept well the past few nights.,0,48,9,5,tired have not sleep well the past few night
ham,Easy ah?sen got selected means its good..,0,41,7,5,easy ahsen got select mean its good
ham,I have to take exam with march 3,0,32,8,4,have to take exam with march 3
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,159,35,4,yeah you should think you can use your gt atm now to register not sure but if there s anyway can help let know but when you do be sure you be ready
ham,Ok no prob. Take ur time.,0,25,6,4,ok no prob take ur time
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,161,30,5,there be os call ubandu which will run without instal in hard diskyou can use that os to copy the important file in system and give it to repair shop
ham,"Sorry, I'll call later",0,22,4,5,sorry ill call later
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,119,26,4,u say leh of course nothing happen lar not say v romantic jus bit only lor thk e nite scenery not so nice leh
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,143,21,6,500 new mobile from 2004 must go txt nokia to no 89545   collect yours todayfrom only å1 www4tcbiz 2optout 08718726270150gbpmtmsg18
ham,Would really appreciate if you call me. Just need someone to talk to.,0,69,13,5,would really appreciate if you call just need someone to talk to
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,137,30,4,will u meet ur dream partner soon be ur career off 2 flyng start 2 find out free txt horo follow by ur star sign e g horo aries
ham,Hey company elama po mudyadhu.,0,30,5,6,hey company elama po mudyadhu
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,165,27,6,life be more strict than teacher bcoz teacher teach lesson amp then conduct exam but life first conduct exam amp then teach lesson happy morning
ham,Dear good morning now only i am up,0,34,8,4,dear good morning now only be up
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,109,20,5,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right
ham,Dear we are going to our rubber place,0,37,8,4,dear we be go to our rubber place
ham,"Sorry battery died, yeah I'm here",0,33,6,5,sorry battery die yeah m here
ham,Yes:)here tv is always available in work place..,0,48,8,6,yeshere tv be always available in work place
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,157,34,4,text   meet someone sexy today u can find date even flirt its up to u join 4 just 10p reply with name   age eg sam 25 18 msg recdthirtyeight penny
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0,50,9,5,have print it oh so   ltgt   come upstairs
ham,Or ill be a little closer like at the bus stop on the same street,0,65,15,4,ill be little close like at the bus the same street
ham,Where are you?when wil you reach here?,0,38,7,5,where be youwhen wil you reach here
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,27,5,new theory argument win d situation but lose the person so do not argue with ur friend just     kick they amp say m always correct
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,145,25,5,u 447801259231 have secret admirer who be look 2 make contact with ufind out who they rreveal who think ur so specialcall 09058094597
ham,Tomarrow final hearing on my laptop case so i cant.,0,51,10,5,tomarrow final hearing my laptop case so can not
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,45,7,6,pleassssssseeeeee v avent do sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,83,16,5,okay no no just shine that be mean to be sign but that sound well
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,155,32,4,although tell u dat m into baig face watch now but really like e watch u give cos its fr u thanx 4 everything dat uve do today m touch
ham,U don't remember that old commercial?,0,37,6,6,u do not remember that old commercial
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0,78,17,4,too late say have the website do not have do not have the slipper
ham,I asked you to call him now ok,0,30,8,3,ask you to call he now ok
ham,Kallis wont bat in 2nd innings.,0,31,6,5,kallis will not in 2nd inning
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,146,30,4,it do not work again oh ok goodnight then ill fix and have it ready by the time you wake up you be very dearly miss have good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,150,23,6,congratulation ur award 500 of cd voucher 125gift guarantee   free entry 2 100 wkly draw txt music to 87066 tnc wwwldewcom1win150ppmx3age16
ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,44,8,5,ranjith cal drpd deeraj and deepak 5min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,34,5,wen ur lovable bcum angry wid u dnt take it seriously coz be angry be d most childish n true way of show deep affection care n luv kettoda manda have nice day
